"age","default","balance","housing","loan","duration","campaign","previous"
44,0,1707,0,0,406,3,0
36,0,-37,1,0,151,1,0
35,0,473,0,1,37,2,0
75,0,6053,0,0,865,2,1
51,0,297,1,0,415,4,1
39,0,626,1,0,126,2,0
43,0,2160,0,0,261,1,1
59,0,185,0,0,177,5,1
36,0,40,0,0,359,3,0
75,0,3771,0,0,185,1,2
61,0,848,0,0,605,1,1
28,0,198,0,0,128,2,0
48,0,310,0,0,135,1,0
58,0,2538,1,0,307,6,0
25,0,343,0,0,377,1,0
47,0,310,1,1,128,6,0
56,0,1007,0,0,88,6,0
35,0,552,1,1,314,2,1
43,0,520,1,0,15,13,0
34,0,79,1,0,406,2,0
48,0,1152,1,0,168,5,0
32,0,620,1,0,1234,3,0
46,0,19,1,0,171,1,0
25,0,-80,1,1,89,1,0
44,0,1242,1,0,384,6,0
29,0,991,0,0,563,1,0
33,0,3074,0,0,679,1,0
33,0,90,1,0,263,2,0
35,0,195,1,0,203,1,0
38,0,434,1,0,411,1,0
31,0,385,1,0,304,1,0
35,0,3552,0,0,267,1,0
66,0,10177,0,0,272,4,0
34,0,2892,1,1,1165,7,0
31,0,144,1,0,43,11,0
40,0,771,1,0,173,4,0
35,0,1354,1,0,736,2,0
48,0,127,0,1,524,5,0
42,0,157,1,1,650,1,0
45,0,137,1,1,187,19,0
37,0,2317,1,0,114,1,2
36,0,777,1,0,185,3,0
30,0,799,1,1,91,18,0
52,0,907,1,0,104,2,0
54,0,-182,0,0,98,1,0
45,0,180,1,1,62,2,0
30,0,877,0,0,202,1,5
58,0,-27,0,1,77,13,0
30,0,363,0,0,171,3,0
37,0,5436,1,0,7,11,1
60,0,104,1,0,22,1,0
58,0,8218,1,0,124,10,0
32,0,1787,1,0,87,4,4
39,0,1047,0,0,554,1,0
47,0,1230,1,0,412,1,1
26,0,1153,0,0,238,3,0
49,0,4667,1,0,130,2,0
39,0,763,1,0,877,7,2
33,0,621,0,0,217,1,0
35,0,3161,0,0,433,2,0
36,0,0,0,0,333,5,0
32,0,152,1,0,158,2,0
30,0,4787,1,0,266,1,2
47,0,691,0,0,285,6,0
50,0,2497,1,0,35,1,1
41,0,351,1,0,175,1,0
52,0,1117,1,0,365,1,0
43,0,-97,1,1,747,4,0
47,0,0,0,0,174,8,0
57,0,31,0,0,260,2,0
31,1,-253,0,0,220,4,0
36,0,666,1,1,190,1,1
34,0,1,1,0,483,7,0
30,0,-522,1,1,670,2,6
33,0,-300,1,1,184,1,0
60,0,-49,1,0,188,1,2
27,0,489,1,0,356,4,0
42,0,-280,1,0,258,1,0
32,0,38,1,0,744,1,0
25,0,-221,1,0,250,1,0
55,0,1086,1,0,146,1,2
74,0,935,0,0,100,1,1
51,0,377,1,0,143,4,1
46,0,-1400,1,0,309,3,4
31,0,-331,1,0,203,5,0
33,0,386,0,0,253,1,4
34,0,2729,1,0,945,1,1
61,0,625,1,0,158,2,0
45,0,1415,1,0,311,1,0
39,0,1043,0,0,195,10,0
48,0,3230,1,0,207,3,0
43,0,738,1,0,585,4,4
40,0,1734,1,0,169,1,0
42,0,248,0,0,163,4,0
40,0,56,1,1,194,1,1
34,0,322,1,0,10,3,0
42,0,2519,1,0,262,4,0
57,1,195,0,1,185,4,0
34,0,1553,0,0,200,2,0
28,0,225,1,1,866,2,0
30,0,1286,1,1,544,1,0
40,0,9374,1,0,7,8,1
40,0,1509,0,0,333,1,3
26,0,37,1,1,207,1,2
36,0,0,1,1,599,3,0
32,0,34,1,0,321,2,0
34,0,262,0,0,371,1,0
56,0,21664,0,0,214,8,0
50,0,887,0,0,287,1,0
54,0,98,0,0,420,4,0
53,0,65,0,0,41,2,0
36,0,490,0,0,207,8,1
36,0,5957,1,0,138,2,0
58,0,264,1,1,523,3,0
31,0,466,1,0,164,1,0
56,0,1906,0,1,45,9,0
30,0,1882,1,0,249,5,0
38,0,1147,1,1,249,5,0
31,0,62,1,0,175,1,5
59,0,133,1,0,206,1,0
35,0,365,0,0,41,2,0
26,0,1347,0,0,280,6,5
32,1,-53,1,0,648,1,1
28,0,290,1,0,128,1,0
41,0,4684,0,0,30,6,0
35,0,109,1,0,597,3,0
45,0,2433,0,0,133,2,0
44,0,313,0,0,211,4,0
51,0,2506,0,0,210,3,0
43,0,699,1,1,1258,2,2
32,0,820,1,0,738,3,0
47,0,1121,0,0,454,6,0
36,0,101,1,1,314,1,0
28,0,11555,0,0,125,2,0
58,0,2769,1,0,94,2,0
40,0,1451,0,0,314,1,0
29,0,145,0,0,105,1,0
55,0,-31,0,1,81,2,0
58,0,2,1,0,168,3,0
45,0,-322,0,0,225,2,0
44,0,878,1,0,130,1,0
38,0,994,0,0,119,1,0
41,0,13,0,0,189,2,0
45,0,1415,1,0,483,1,1
48,0,3186,0,1,104,1,0
36,0,319,1,0,120,2,0
44,0,420,1,0,110,2,0
48,0,439,1,0,212,1,2
54,0,310,1,0,526,4,3
28,0,2034,1,0,196,1,0
60,0,4895,0,0,313,1,0
32,0,-1053,1,0,357,3,0
42,0,2111,1,0,86,2,0
46,0,137,1,1,246,1,0
46,0,182,0,0,56,1,0
32,0,12607,0,0,203,5,1
46,0,6269,1,0,249,3,2
52,0,289,1,0,45,13,0
52,0,238,1,0,101,1,5
32,0,751,1,0,64,1,0
37,0,403,1,0,318,2,1
26,0,18,1,1,138,1,0
44,0,900,1,0,322,2,0
52,0,1758,1,0,41,1,0
49,0,-384,1,0,25,1,0
38,0,11971,1,0,609,2,3
34,0,50,0,0,106,3,0
50,0,78,1,0,218,3,9
54,0,1544,0,1,85,7,3
42,0,508,1,0,70,1,0
26,0,2855,0,0,52,3,0
33,0,133,0,0,218,1,0
29,0,1992,0,0,202,1,2
37,0,33,1,0,106,2,1
42,0,-97,1,0,216,4,5
33,0,511,1,0,304,2,0
54,0,541,1,0,237,3,0
28,0,8,1,0,196,1,0
30,0,6,1,0,241,3,0
41,0,5883,0,0,182,2,0
32,0,0,0,0,550,4,0
34,0,8309,1,1,50,1,0
36,0,495,0,0,157,3,2
50,0,-84,1,0,101,1,0
35,0,13658,1,0,220,2,0
42,0,0,0,0,85,2,0
45,0,2926,1,1,482,3,2
44,1,0,1,0,96,2,0
32,0,478,1,0,200,1,0
39,0,2600,1,0,77,1,0
32,0,493,0,0,289,2,0
24,1,110,1,0,27,1,0
52,0,4,0,1,30,9,0
57,0,1,0,0,17,10,0
61,0,4629,1,0,181,1,1
26,1,-402,0,1,127,2,0
38,0,0,0,0,82,4,0
44,0,-27,1,1,100,3,0
28,0,0,1,0,205,6,0
58,0,0,1,0,535,2,0
31,0,4888,1,0,475,4,2
39,0,1564,0,0,57,1,0
46,0,1322,1,1,514,1,0
35,0,145,1,0,799,2,0
40,0,36,1,0,240,3,0
39,0,1438,1,0,212,2,0
35,0,977,1,0,52,4,1
44,0,134,1,0,378,1,0
33,0,6699,0,0,425,1,1
36,0,629,1,1,109,1,1
29,0,199,1,1,1689,4,0
58,0,1573,1,1,279,1,0
33,0,287,1,0,199,2,3
38,0,45,0,0,125,4,0
64,0,1574,0,0,301,3,0
33,0,4789,1,1,220,1,4
36,0,3875,1,0,21,5,0
39,0,816,1,0,37,3,0
29,0,4210,1,0,119,1,0
31,0,-617,1,0,115,2,0
32,0,92,1,0,110,1,2
47,0,3333,1,1,114,2,0
57,0,2887,0,0,819,10,0
38,0,0,1,0,206,1,0
42,0,1,1,0,59,5,0
21,0,1903,1,0,107,2,0
30,0,1317,1,0,395,2,0
46,0,12186,0,0,29,3,0
25,0,5,0,0,138,1,0
55,0,284,0,1,252,4,0
49,0,381,0,0,504,2,0
48,0,247,1,1,145,1,0
36,0,398,1,1,77,2,0
52,0,1818,0,1,189,2,4
55,0,1210,1,0,868,1,0
59,0,1831,0,0,122,1,1
54,0,0,0,0,118,5,0
52,0,-191,1,0,755,1,0
46,0,523,1,0,105,4,2
30,0,315,0,0,1407,1,0
50,0,1260,0,0,172,1,0
31,0,625,1,0,424,1,1
55,0,653,0,0,800,1,0
26,0,211,0,0,168,3,0
42,0,520,0,0,158,1,0
34,0,355,1,0,261,1,0
36,0,-35,0,0,339,3,0
41,0,664,0,1,955,5,0
38,0,70,0,0,255,3,1
47,0,440,0,0,71,4,0
22,0,333,0,1,129,1,0
31,0,0,0,0,298,1,0
53,0,1012,1,0,332,2,0
56,0,3172,1,0,139,1,0
30,0,227,0,1,23,1,0
57,0,11494,0,0,198,1,0
43,0,-98,1,1,112,2,3
36,0,428,0,0,121,1,0
42,0,9720,0,0,81,2,0
49,0,321,0,0,135,3,0
30,0,3134,1,0,124,1,0
41,0,39,1,0,549,2,0
31,0,102,1,0,460,2,2
37,0,815,1,0,77,1,0
45,0,68,1,0,254,1,0
34,0,-136,1,1,131,2,0
57,1,25,1,0,652,1,4
34,0,872,1,0,105,2,0
50,0,85,0,1,141,1,0
51,0,-3,0,0,91,9,0
55,0,298,1,0,144,3,0
47,0,3285,0,0,248,5,0
37,0,1314,1,0,682,2,7
33,0,818,1,1,301,3,0
38,0,-140,0,0,456,3,0
40,0,3658,1,0,977,1,0
35,0,473,1,1,434,4,0
83,0,0,0,0,140,10,0
47,0,57,0,0,253,1,1
50,0,283,1,0,226,3,0
28,0,60,1,0,161,1,1
38,0,8669,1,0,5,3,6
52,0,0,0,0,163,3,0
49,0,3096,0,0,147,2,0
39,0,687,1,0,869,1,0
31,0,1494,0,0,275,12,0
40,0,5,1,0,219,3,0
36,0,117,1,0,123,4,0
31,0,428,1,0,272,1,0
43,0,7727,1,0,302,8,0
41,0,251,0,1,85,3,0
42,0,792,1,1,611,2,12
38,0,3452,0,0,132,2,0
37,0,539,0,0,540,2,3
36,0,398,1,0,278,1,0
33,0,316,0,0,126,3,0
45,0,999,0,0,182,2,0
56,0,15520,0,0,420,1,0
43,0,167,0,0,211,3,0
28,0,356,0,0,76,2,0
57,0,3,0,0,142,2,0
36,0,688,1,0,174,2,0
49,0,0,0,0,173,2,0
59,0,1,0,0,159,2,3
59,0,0,0,0,76,11,0
55,0,96,0,0,340,2,0
49,0,66,0,0,218,3,0
56,0,150,1,1,102,6,1
48,0,117,1,0,635,1,0
31,0,3653,1,1,252,1,4
48,0,116,1,0,70,4,0
49,0,588,0,0,70,9,0
55,0,1613,1,0,296,1,3
41,0,168,1,0,187,3,0
51,0,370,1,0,109,3,0
32,0,6402,1,0,158,1,1
37,0,851,1,0,151,1,1
41,0,6000,1,0,265,1,0
30,1,-770,1,0,87,1,0
40,0,2077,1,0,363,1,24
40,0,8902,1,0,464,5,0
29,0,14,0,0,87,1,1
52,0,395,1,0,391,3,0
33,0,191,1,0,162,2,0
54,0,2281,1,0,158,1,0
35,0,147,1,1,41,1,7
41,0,28,1,0,49,1,0
57,0,0,0,0,188,4,0
34,0,4343,0,0,85,4,0
45,0,644,0,1,92,1,0
40,0,1259,0,0,234,5,0
57,0,282,0,1,261,12,0
33,0,4020,1,1,251,1,0
33,0,106,0,0,175,3,0
25,0,1790,0,0,224,1,3
58,0,565,0,0,876,1,0
44,0,4460,0,0,168,2,0
49,0,14440,1,0,60,1,0
51,0,1869,0,0,30,3,0
31,0,1970,0,0,284,3,0
30,0,518,1,0,127,1,0
36,0,177,1,0,63,5,0
35,0,2,0,0,653,3,0
53,0,94,0,0,493,1,14
32,0,1721,1,0,650,2,0
46,0,390,1,0,208,2,0
40,0,1325,0,0,150,2,0
52,0,247,0,0,268,6,0
36,0,-11,1,0,172,28,0
39,0,167,1,1,330,1,0
29,0,3357,0,0,120,3,0
53,0,431,1,0,74,1,0
40,0,0,1,0,297,1,3
39,0,6,1,0,122,3,4
38,0,0,1,0,57,5,1
31,0,747,1,0,543,2,0
40,0,4075,1,0,162,3,0
57,0,-464,1,0,75,1,6
37,0,2685,0,0,187,2,0
29,0,0,1,0,83,6,0
59,0,0,1,0,97,2,0
47,0,0,0,0,1225,2,0
61,0,6610,0,0,481,2,0
46,0,57,0,0,796,1,0
53,0,263,0,1,143,7,0
65,0,300,0,0,245,2,0
49,0,199,0,0,113,2,0
31,0,2544,0,0,252,1,3
44,0,3463,1,1,210,3,0
38,0,2812,1,0,830,1,0
35,0,7546,1,0,137,1,3
41,0,5110,1,0,231,1,0
29,0,318,1,0,1434,2,4
32,0,76,1,0,189,2,0
52,0,0,0,0,82,2,0
42,0,292,1,0,222,3,0
27,0,808,1,0,578,1,1
46,0,2154,1,0,87,4,0
42,0,439,0,0,143,2,0
32,0,2204,1,0,11,4,0
28,0,618,1,0,281,1,0
35,0,69,1,0,461,3,0
38,0,50,0,0,98,2,0
29,0,-478,0,1,528,2,0
37,0,7944,0,0,102,1,0
36,0,338,0,0,90,1,0
45,0,245,1,0,126,3,0
45,0,976,1,0,183,1,2
29,0,858,1,0,234,7,1
32,0,6217,1,1,486,2,0
28,0,-328,1,0,318,2,0
41,0,748,0,0,94,7,3
23,0,1158,1,0,743,1,0
40,0,13669,0,0,138,1,8
35,0,2116,1,0,409,2,0
31,0,424,0,0,93,2,0
43,0,188,1,0,58,3,5
50,0,5776,0,0,49,3,0
40,0,-81,0,1,186,1,0
31,0,191,1,0,40,1,0
39,0,0,1,0,62,1,0
37,0,64,1,0,239,4,2
50,0,1164,1,0,166,2,0
28,0,318,1,0,4,4,0
42,0,-10,1,0,291,4,0
36,0,566,1,0,129,2,0
36,0,-231,0,1,779,2,0
43,0,3215,1,0,228,3,0
31,0,1094,1,0,93,8,0
28,0,126,0,0,229,1,0
39,0,406,0,0,253,5,0
31,0,23,0,0,121,3,0
28,0,1137,0,0,129,4,3
37,0,21,1,0,96,1,2
40,0,642,0,0,147,3,0
39,0,14,0,0,114,2,0
60,0,1025,0,0,388,8,0
33,0,137,0,0,88,4,0
24,0,0,1,0,299,1,0
43,0,7876,1,0,209,2,0
38,0,0,0,1,1473,6,0
77,0,0,0,0,847,1,1
57,0,-331,1,0,531,1,0
30,0,201,1,0,325,2,0
48,0,5887,0,0,227,2,0
59,0,92,1,0,139,2,1
34,0,0,0,0,163,2,0
35,0,747,0,0,141,2,3
62,0,6,1,0,216,1,4
36,0,0,0,0,108,2,0
32,0,0,0,1,333,2,0
51,0,5050,0,1,75,7,0
49,0,1103,0,0,428,2,0
46,0,137,0,0,252,3,0
36,0,-129,1,0,121,3,0
32,0,29,0,0,156,2,0
27,0,1577,1,1,266,2,0
52,0,353,0,0,395,4,0
47,1,-614,1,0,118,2,0
40,0,641,0,0,156,6,0
39,0,416,0,0,56,4,0
46,0,25,0,0,103,2,0
35,0,649,0,0,177,1,0
27,0,872,1,0,1130,3,0
56,0,1270,1,0,80,2,2
42,0,12223,1,0,36,1,0
41,0,293,1,1,102,1,0
36,0,0,0,0,147,2,0
42,0,529,1,1,193,3,0
34,0,201,0,0,257,2,0
31,1,25,0,0,381,1,0
64,0,768,0,0,250,2,1
33,0,467,1,0,494,2,0
61,0,4608,0,0,212,1,0
31,0,440,1,0,117,3,0
34,0,1641,1,0,380,1,0
30,0,1185,1,0,284,1,1
28,0,153,0,0,1124,2,0
27,0,130,1,0,265,3,0
53,0,2581,0,0,99,1,0
37,0,4030,1,0,178,5,0
37,0,767,0,1,204,1,0
59,0,2921,0,0,251,1,0
49,0,301,0,0,789,2,0
49,0,400,0,0,151,3,0
33,0,-53,0,0,617,2,0
53,0,6839,1,0,77,1,0
32,0,782,1,0,116,4,0
38,0,-762,1,1,408,2,0
37,0,4039,0,1,106,2,0
48,0,7289,1,0,316,3,0
44,0,304,1,0,129,2,0
26,0,512,1,1,206,5,3
39,0,270,1,0,116,1,0
38,0,76,1,0,196,3,0
35,0,0,1,1,112,1,6
80,0,8304,0,0,681,1,11
32,0,473,1,0,72,2,1
54,0,2206,0,0,104,1,2
43,0,1413,1,0,75,3,0
37,0,1053,0,0,405,3,0
38,0,3913,1,0,196,2,2
28,0,171,0,0,93,1,0
37,0,0,1,0,247,13,0
43,0,2567,1,0,109,1,2
41,0,428,1,0,92,1,0
47,0,201,1,0,58,2,1
59,0,2308,0,0,815,1,1
30,0,-559,1,1,98,1,2
52,0,603,0,1,79,1,0
46,0,556,1,1,646,3,0
38,0,744,1,0,283,1,12
44,0,-14,1,1,179,4,0
35,0,4515,1,0,98,2,0
34,0,618,1,0,119,4,0
40,0,0,1,1,105,2,1
33,0,0,1,1,163,2,0
40,0,1136,1,0,86,1,0
44,0,10888,1,0,163,1,0
55,0,1187,1,0,193,2,0
26,0,592,0,0,145,2,1
31,0,-45,1,0,184,1,0
26,0,3342,1,0,329,4,0
33,0,4790,1,0,137,1,2
33,0,490,1,0,31,1,2
35,0,5304,1,0,340,1,2
55,0,1467,0,1,277,2,0
80,0,462,0,0,127,2,0
79,0,2628,0,0,220,7,2
67,0,696,0,0,119,1,2
31,0,373,0,0,346,5,0
57,0,1052,1,0,227,4,0
51,0,2139,0,0,176,2,0
32,0,309,1,1,346,1,3
32,0,119,0,0,20,5,0
43,1,-715,1,0,67,3,0
54,0,0,0,0,1366,1,1
35,0,24,1,0,169,1,2
25,0,8,0,0,107,2,0
31,0,223,1,0,508,1,11
37,0,391,1,0,103,3,0
58,0,435,1,0,122,6,0
29,0,404,0,0,413,3,0
46,0,-824,1,0,429,3,0
55,0,168,0,0,79,2,0
35,0,414,1,0,11,5,2
76,0,2590,0,0,68,12,0
35,0,0,1,0,171,1,0
45,0,959,0,0,74,1,0
78,0,229,0,0,97,1,0
23,0,8627,1,0,169,1,1
59,0,195,0,0,366,2,0
32,0,62,1,0,166,1,0
40,0,1041,1,0,73,1,0
54,0,6102,1,1,86,6,0
36,0,419,1,0,251,1,0
36,0,80,1,0,251,3,0
47,0,3727,0,0,993,6,0
30,0,395,0,0,429,1,0
30,0,-336,0,0,128,6,0
31,0,1086,0,0,410,1,0
50,0,1412,0,0,131,3,0
37,0,342,1,0,340,2,1
52,0,1317,0,0,58,1,0
44,0,1910,1,0,41,1,0
32,0,874,0,0,1282,6,0
33,0,353,1,0,107,2,0
28,0,2380,0,0,394,2,0
25,0,1116,1,0,170,3,0
36,0,141,1,0,106,3,0
32,0,73,1,0,158,1,1
36,0,9324,1,0,138,8,0
45,0,58,1,0,119,3,3
44,0,3945,0,0,255,1,0
27,1,-517,1,0,172,3,0
40,0,4157,1,0,735,1,0
35,0,-402,1,0,46,1,0
50,0,1790,0,1,748,3,0
35,0,0,0,0,124,4,0
34,0,1534,1,0,156,1,7
35,0,2971,0,0,429,4,2
35,0,786,0,1,322,1,0
30,0,1380,1,0,294,2,0
34,0,341,0,1,136,1,3
43,0,1577,1,0,87,1,0
33,0,2557,1,0,186,1,0
37,0,704,0,0,165,7,0
25,0,808,0,0,267,2,2
46,0,258,1,0,217,1,0
32,0,-32,1,0,145,1,0
34,0,1239,1,0,90,1,0
41,0,0,0,0,89,1,0
58,0,3382,0,1,294,2,2
54,0,4503,0,0,168,3,0
26,0,170,0,0,129,1,0
59,0,4198,0,0,309,1,10
38,0,7696,1,0,386,2,0
34,0,209,1,1,375,2,0
37,0,22856,0,0,154,1,1
57,0,3777,1,0,65,2,0
39,0,9121,0,0,147,1,0
49,0,1032,1,0,41,5,0
34,0,340,1,0,633,28,0
36,0,-140,1,0,222,2,0
53,0,70,1,0,611,2,0
45,0,1291,1,0,189,17,0
59,0,0,0,1,376,2,0
53,0,65,0,0,25,18,0
38,0,1988,0,0,164,2,2
53,0,4143,0,0,200,3,0
30,0,6836,0,0,30,3,0
42,0,257,1,0,955,2,0
27,0,186,1,0,136,2,0
26,0,7,1,0,188,2,0
29,0,572,0,0,314,1,1
36,0,61,0,1,452,2,0
42,0,4945,1,0,311,2,0
41,0,49,1,0,312,5,0
53,0,4446,1,0,429,1,0
35,0,1792,1,0,630,6,0
40,0,733,1,0,94,7,0
27,0,14,0,0,72,2,0
60,0,55,0,0,207,1,0
31,0,1183,1,0,676,6,0
34,0,16,0,0,990,1,0
45,0,0,1,0,38,1,0
41,0,326,1,0,788,1,0
23,0,4,1,0,395,2,0
58,0,502,1,0,197,2,3
25,0,-350,1,0,95,3,0
46,0,1375,1,0,308,3,0
49,0,780,0,0,148,1,2
33,0,335,0,0,130,4,0
29,0,2485,0,0,48,6,0
59,0,699,0,0,98,1,6
40,0,263,1,0,231,1,0
32,0,41,0,0,686,5,0
55,0,4194,0,1,208,3,0
35,0,1147,1,1,29,1,0
55,0,1011,1,0,112,2,0
41,0,4539,0,0,298,3,0
44,0,-329,1,0,171,1,0
28,0,389,1,0,15,7,0
52,0,2227,0,0,242,2,0
42,0,323,1,1,280,2,0
37,0,1699,0,0,63,1,0
48,0,7195,0,0,609,2,0
29,0,309,1,0,471,3,0
30,0,0,1,0,756,1,0
26,0,321,1,0,242,7,0
46,0,435,1,0,192,3,0
40,0,167,1,1,380,4,1
42,0,3068,1,1,429,2,0
41,0,-256,1,0,147,2,0
32,0,0,0,0,66,1,0
28,0,0,1,0,767,5,0
35,1,0,0,1,105,3,0
37,0,346,1,0,390,1,1
83,0,425,0,0,883,1,1
33,0,125,0,0,66,2,0
48,0,5,1,0,697,2,0
49,0,7007,0,0,325,2,0
32,0,518,1,0,34,7,0
25,0,453,1,0,134,1,0
30,0,105,1,0,75,1,0
49,0,365,0,0,59,2,0
29,0,-287,1,0,196,1,0
35,0,1265,1,0,326,5,4
40,0,-378,1,1,541,1,6
32,0,360,0,0,164,2,0
30,0,604,0,1,475,1,0
31,0,-449,1,0,81,2,0
38,0,605,0,0,147,2,0
49,0,2718,0,0,114,2,0
40,0,294,1,0,97,5,0
33,0,661,1,0,411,1,2
56,0,789,1,0,1022,1,2
57,0,1469,1,0,364,1,0
37,0,102,1,0,101,2,0
51,0,10924,0,0,106,2,0
34,0,1611,1,0,490,2,0
60,0,262,0,0,393,4,0
32,0,1160,1,1,450,2,0
34,0,4170,1,0,935,1,0
34,0,79,0,1,104,1,0
39,0,0,0,0,13,11,0
64,0,43,0,0,117,1,1
47,0,2408,0,0,236,1,1
27,0,390,0,0,190,1,1
50,0,3337,1,1,24,14,0
53,0,238,1,0,238,2,5
39,0,607,1,0,454,2,3
43,0,50,0,0,63,1,0
58,0,7495,1,0,325,1,0
31,0,1014,1,0,158,4,0
32,0,28,0,0,111,2,0
36,0,472,1,0,1017,1,0
23,0,500,1,0,111,3,0
46,0,966,1,1,40,2,0
58,0,1987,0,0,185,4,0
36,0,199,1,0,183,1,0
32,0,133,0,0,171,1,0
34,0,1,1,0,108,1,0
46,0,1008,0,0,24,13,0
33,0,16992,1,0,58,1,0
45,0,-388,1,0,175,2,0
36,0,222,1,0,317,1,2
22,0,4111,0,1,65,1,0
37,0,223,1,0,25,1,0
41,0,3016,1,0,80,3,0
34,0,44,0,0,118,1,0
60,0,3735,0,0,190,1,9
41,0,764,0,0,230,2,0
41,0,140,1,0,65,3,0
37,0,712,1,0,291,2,0
27,0,5563,1,0,435,2,0
43,0,27733,1,0,164,7,0
32,0,923,1,0,819,4,0
48,0,10655,0,0,5,3,0
39,0,285,1,1,209,1,0
41,0,4900,1,0,121,2,0
49,0,1040,0,0,474,2,0
28,0,1532,0,0,253,1,5
36,0,63,1,0,56,8,0
42,0,145,0,0,252,2,0
52,0,1054,0,0,273,1,0
56,0,802,0,0,258,2,0
37,0,1,0,0,395,2,0
47,0,3451,0,1,125,2,0
35,0,298,1,0,135,2,2
33,0,599,1,0,29,1,0
36,0,27359,1,0,71,2,0
42,0,505,1,0,521,2,0
29,0,3672,1,1,1210,1,0
44,0,2524,0,0,82,1,0
34,0,0,1,0,172,1,0
31,0,0,1,0,40,2,0
34,0,0,0,1,339,1,0
39,0,235,0,0,217,1,0
43,0,2767,1,0,317,7,0
38,0,1514,0,1,160,3,3
36,0,1281,0,0,119,2,0
56,0,694,0,0,144,1,1
68,0,19317,1,0,249,1,0
54,0,211,0,0,200,2,0
30,0,1570,1,0,260,1,0
34,0,5086,0,0,213,4,0
28,0,1199,1,0,1011,20,0
35,0,5731,1,0,164,2,4
30,0,2145,1,0,727,2,0
48,0,5366,1,0,248,3,0
42,0,-105,1,0,60,2,0
42,0,1811,1,0,150,1,0
34,0,1076,0,0,152,1,6
31,0,5191,0,0,187,2,0
45,0,706,0,0,78,2,1
42,0,30,1,0,98,1,3
31,0,1626,0,0,356,2,3
34,0,247,1,1,193,5,0
30,0,7513,0,0,269,2,0
36,0,23,1,0,152,2,1
37,0,0,1,0,65,2,1
60,0,1801,0,0,167,1,0
37,0,2442,0,0,91,3,0
45,0,784,1,1,34,1,0
34,0,360,1,0,46,1,2
33,0,0,1,1,83,12,0
38,0,311,1,0,61,2,0
41,0,2067,1,0,493,7,0
32,0,3939,0,0,209,2,0
36,0,-73,1,1,15,8,0
56,0,29,0,0,52,2,1
39,0,26,0,0,311,5,0
52,0,693,0,0,271,1,0
34,0,1298,1,0,120,1,0
40,0,1270,0,0,342,2,0
29,0,452,1,0,59,1,0
34,0,9851,1,0,128,5,0
43,0,130,0,0,156,1,3
50,0,558,0,0,464,1,6
42,0,401,1,0,217,9,0
33,0,-241,1,1,169,1,0
34,0,0,0,0,141,1,1
47,0,153,1,0,192,2,0
37,0,2707,1,0,109,1,0
27,0,-151,0,0,283,2,0
38,0,13156,1,0,291,4,1
40,0,1729,1,0,85,1,0
44,0,0,1,0,300,1,0
33,0,23,0,0,216,3,0
43,0,0,1,0,674,3,0
34,0,925,1,0,709,1,0
29,0,1599,1,0,115,1,1
35,0,317,1,0,162,3,0
27,0,58,1,0,113,1,2
53,0,320,0,0,175,1,0
51,0,837,0,0,41,2,0
32,0,1649,0,0,204,2,0
40,0,10786,0,0,111,3,0
39,0,238,1,1,134,1,0
35,0,62,0,1,67,1,0
57,0,2416,0,0,74,2,0
49,1,-701,1,0,988,2,0
44,0,724,1,0,157,2,1
36,0,-296,1,0,113,3,0
56,0,3391,0,0,243,1,0
34,0,852,0,0,108,2,0
38,0,595,1,0,245,3,0
53,0,-22,1,0,20,3,0
66,0,4785,0,0,72,3,0
51,0,1490,1,0,227,2,0
49,0,39,1,0,27,5,0
42,0,-119,1,0,167,3,0
45,0,2087,0,0,29,14,0
58,0,2764,0,0,235,1,0
49,0,563,0,0,84,1,0
50,0,0,0,0,86,4,0
36,0,1409,0,0,235,2,0
42,0,1205,0,0,376,2,0
33,0,-333,1,0,329,5,0
62,0,367,0,0,139,5,0
60,0,3387,0,0,636,2,0
45,0,0,0,0,5,1,0
34,0,10,0,1,162,1,3
32,0,1031,1,0,84,1,0
35,0,1253,1,0,210,2,0
46,0,751,1,0,104,2,0
38,0,432,1,0,10,2,1
56,0,272,0,0,103,2,0
55,0,410,0,1,221,2,0
53,0,-118,1,0,101,3,0
49,0,-55,0,0,150,3,0
33,0,86,1,0,364,1,0
34,0,0,0,0,191,2,0
32,0,2185,0,0,354,2,0
59,0,9676,0,0,234,2,0
34,0,1499,1,0,186,1,2
35,0,724,1,0,287,2,1
41,0,72,1,0,764,3,0
42,0,92,0,0,86,2,0
38,0,1042,1,0,419,2,0
38,0,2543,0,0,223,1,4
42,1,66,1,1,139,1,0
36,0,5195,1,0,55,25,0
45,0,4022,1,0,244,3,0
71,0,14220,1,0,397,1,0
51,0,0,1,0,324,1,0
27,0,0,1,0,1608,13,0
32,1,-18,1,0,155,3,0
34,0,462,0,0,1877,3,0
43,0,764,1,0,557,5,0
46,0,452,1,0,113,4,0
40,0,1397,1,0,58,2,1
58,0,0,0,0,506,1,0
27,0,619,1,0,16,5,4
24,0,111,1,1,42,4,0
44,0,4758,1,0,712,6,0
43,0,181,0,0,41,1,0
30,0,1743,1,0,192,4,0
51,1,-2082,0,1,123,6,0
33,0,39,0,0,123,5,0
47,0,459,1,0,189,4,0
46,0,22,0,0,388,6,0
71,0,261,0,0,1117,2,0
54,0,1139,1,0,155,1,7
32,0,118,1,0,1275,1,0
30,0,0,1,0,127,1,0
33,0,1165,1,0,420,2,0
